tweet_id,timestamp,stage,ratings,dog_name,source_device,breed,confidence,retweet_count,favorite_count
888078434458587136,2017-07-20 16:49:33+00:00,not available,1.2,Gerald,Iphone,French bulldog,0.995026,3653,22201
887705289381826560,2017-07-19 16:06:48+00:00,not available,1.3,Jeffrey,Iphone,basset,0.821664,5609,30779
887473957103951883,2017-07-19 00:47:34+00:00,not available,1.3,Canela,Iphone,Pembroke,0.809197,18781,69871
887343217045368832,2017-07-18 16:08:03+00:00,not available,1.3,unavailable,Iphone,Mexican hairless,0.330741,10737,34222
887101392804085760,2017-07-18 00:07:08+00:00,not available,1.2,unavailable,Iphone,Samoyed,0.733942,6167,31061
886983233522544640,2017-07-17 16:17:36+00:00,not available,1.3,Maya,Iphone,Chihuahua,0.793469,8084,35859
886736880519319552,2017-07-16 23:58:41+00:00,not available,1.3,Mingus,Iphone,kuvasz,0.309706,3443,12306
886366144734445568,2017-07-15 23:25:31+00:00,pupper,1.2,Roscoe,Iphone,French bulldog,0.999201,3316,21524
886258384151887873,2017-07-15 16:17:19+00:00,not available,1.3,Waffles,Iphone,pug,0.943575,6523,28469
885984800019947520,2017-07-14 22:10:11+00:00,not available,1.2,Jimbo,Iphone,Blenheim spaniel,0.972494,7097,33382
885528943205470208,2017-07-13 15:58:47+00:00,not available,1.3,Maisey,Iphone,pug,0.369275,6683,36689
885167619883638784,2017-07-12 16:03:00+00:00,not available,1.3,unavailable,Iphone,malamute,0.8124819999999999,4556,22367
884925521741709313,2017-07-12 00:01:00+00:00,not available,1.2,Earl,Iphone,Italian greyhound,0.259916,16439,68152
884876753390489601,2017-07-11 20:47:12+00:00,not available,1.3,Lola,Iphone,chow,0.822103,6096,28514
884562892145688576,2017-07-11 00:00:02+00:00,not available,1.3,Kevin,Iphone,pug,0.5464060000000001,5100,24765
884441805382717440,2017-07-10 15:58:53+00:00,not available,1.4,unavailable,Iphone,Pembroke,0.993225,5856,27478
884162670584377345,2017-07-09 21:29:42+00:00,doggo,1.2,Yogi,Iphone,German shepherd,0.707046,3128,20771
883838122936631299,2017-07-09 00:00:04+00:00,not available,1.2,Noah,Iphone,Doberman,0.610946,3586,22349
883482846933004288,2017-07-08 00:28:19+00:00,not available,0.5,Bella,Iphone,golden retriever,0.943082,10407,46860
883360690899218434,2017-07-07 16:22:55+00:00,floofer,1.3,Grizzwald,Iphone,chow,0.987997,3825,22986
883117836046086144,2017-07-07 00:17:54+00:00,not available,1.3,unavailable,Iphone,golden retriever,0.949562,6949,37914
882992080364220416,2017-07-06 15:58:11+00:00,not available,1.3,Rusty,Iphone,Eskimo dog,0.4667779999999999,4122,24445
882762694511734784,2017-07-06 00:46:41+00:00,pupper,1.2,Gus,Iphone,Labrador retriever,0.85005,5134,28903
882627270321602560,2017-07-05 15:48:34+00:00,not available,1.3,Stanley,Iphone,Pembroke,0.542982,6342,28382
882268110199369728,2017-07-04 16:01:23+00:00,not available,1.3,Alfy,Iphone,golden retriever,0.762211,12118,45880
882045870035918850,2017-07-04 01:18:17+00:00,not available,1.3,Koko,Iphone,golden retriever,0.00694063,5203,29900
881906580714921986,2017-07-03 16:04:48+00:00,not available,1.2,Rey,Iphone,Weimaraner,0.291539,3533,24773
881666595344535552,2017-07-03 00:11:11+00:00,not available,1.3,Gary,Iphone,Saluki,0.529012,11099,51522
881536004380872706,2017-07-02 15:32:16+00:00,pupper,1.4,unavailable,Iphone,Samoyed,0.281463,16570,50199
880872448815771648,2017-06-30 19:35:32+00:00,not available,1.2,unavailable,Iphone,Pembroke,0.791416,3989,21734
880465832366813184,2017-06-29 16:39:47+00:00,not available,1.2,Bella,Iphone,golden retriever,0.913255,6546,29075
880221127280381952,2017-06-29 00:27:25+00:00,not available,1.2,Jesse,Iphone,Chihuahua,0.238525,4436,27640
880095782870896641,2017-06-28 16:09:20+00:00,not available,1.1,unavailable,Iphone,miniature pinscher,0.120298,4533,28150
879862464715927552,2017-06-28 00:42:13+00:00,not available,1.3,Romeo,Iphone,basset,0.813507,3642,22667
879492040517615616,2017-06-27 00:10:17+00:00,not available,1.2,Bailey,Iphone,German short-haired pointer,0.479896,3323,23822
879415818425184262,2017-06-26 19:07:24+00:00,not available,1.3,Duddles,Iphone,English springer,0.383404,45849,107956
879376492567855104,2017-06-26 16:31:08+00:00,not available,1.2,Jack,Iphone,Labrador retriever,0.0334961,3261,17099
879008229531029506,2017-06-25 16:07:47+00:00,not available,1.3,Beau,Iphone,vizsla,0.960513,2812,19317
878776093423087618,2017-06-25 00:45:22+00:00,puppo,1.3,Snoopy,Iphone,Italian greyhound,0.734684,4319,19763
878281511006478336,2017-06-23 16:00:04+00:00,not available,1.3,Shadow,Iphone,basset,0.32042,1349,7913
878057613040115712,2017-06-23 01:10:23+00:00,not available,1.4,Emmy,Iphone,French bulldog,0.839097,7181,42876
877736472329191424,2017-06-22 03:54:17+00:00,not available,1.3,Aja,Iphone,Chesapeake Bay retriever,0.8379559999999999,17300,71144
877556246731214848,2017-06-21 15:58:08+00:00,not available,1.2,Penny,Iphone,basset,0.995368,3994,23258
877316821321428993,2017-06-21 00:06:44+00:00,not available,1.3,Dante,Iphone,Saluki,0.5099670000000001,5414,27907
877201837425926144,2017-06-20 16:29:50+00:00,not available,1.2,Nelly,Iphone,Pembroke,0.93112,5880,27755
876838120628539392,2017-06-19 16:24:33+00:00,pupper,1.2,Ginger,Iphone,bloodhound,0.575751,3506,21125
876484053909872640,2017-06-18 16:57:37+00:00,not available,1.3,Benedict,Iphone,golden retriever,0.874566,2511,19163
876120275196170240,2017-06-17 16:52:05+00:00,not available,1.3,Venti,Iphone,Bernese mountain dog,0.534327,4903,28490
875747767867523072,2017-06-16 16:11:53+00:00,not available,1.3,Goose,Iphone,Labrador retriever,0.799551,4497,25773
875144289856114688,2017-06-15 00:13:52+00:00,not available,1.3,Nugget,Iphone,Siberian husky,0.245048,5081,22185
875021211251597312,2017-06-14 16:04:48+00:00,not available,1.2,unavailable,Iphone,West Highland white terrier,0.7143189999999999,4922,26022
874680097055178752,2017-06-13 17:29:20+00:00,not available,1.2,Cash,Iphone,Labrador retriever,0.836052,4875,28439
874296783580663808,2017-06-12 16:06:11+00:00,pupper,1.3,Jed,Iphone,cocker spaniel,0.437216,4308,26651
874057562936811520,2017-06-12 00:15:36+00:00,not available,1.2,unavailable,Iphone,flat-coated retriever,0.8321770000000001,4125,23134
874012996292530176,2017-06-11 21:18:31+00:00,puppo,1.3,Sebastian,Iphone,Cardigan,0.806674,11007,35501
873580283840344065,2017-06-10 16:39:04+00:00,not available,1.3,unavailable,Iphone,Newfoundland,0.678537,4143,24837
873213775632977920,2017-06-09 16:22:42+00:00,pupper,1.2,Sierra,Iphone,vizsla,0.6197819999999999,1667,7467
872967104147763200,2017-06-09 00:02:31+00:00,doggo,1.2,unavailable,Iphone,Labrador retriever,0.476913,5669,28031
872820683541237760,2017-06-08 14:20:41+00:00,not available,1.3,unavailable,Iphone,pug,0.99912,3884,15029
872620804844003328,2017-06-08 01:06:27+00:00,not available,1.3,Monkey,Iphone,cocker spaniel,0.513191,3911,21309
872486979161796608,2017-06-07 16:14:40+00:00,not available,1.2,unavailable,Iphone,Pembroke,0.931861,9429,41606
872261713294495745,2017-06-07 01:19:32+00:00,not available,1.3,Harry,Iphone,Labrador retriever,0.972019,6649,35085
872122724285648897,2017-06-06 16:07:15+00:00,not available,1.2,Kody,Iphone,pug,0.0667363,8549,35324
871879754684805121,2017-06-06 00:01:46+00:00,not available,1.3,Lassie,Iphone,Shetland sheepdog,0.969171,11918,39090
871762521631449091,2017-06-05 16:15:56+00:00,pupper,1.2,Rover,Iphone,Labrador retriever,0.921393,3678,20787
871515927908634625,2017-06-04 23:56:03+00:00,doggo,1.2,Napolean,Iphone,komondor,0.974781,3628,20730
871032628920680449,2017-06-03 15:55:36+00:00,not available,1.3,Boomer,Iphone,kelpie,0.398053,3999,23255
870656317836468226,2017-06-02 15:00:16+00:00,not available,1.3,Cody,Iphone,Pembroke,0.945495,2817,12819
870374049280663552,2017-06-01 20:18:38+00:00,not available,1.3,Zoey,Iphone,golden retriever,0.841001,27680,85011
870308999962521604,2017-06-01 16:00:09+00:00,not available,1.3,Rumble,Iphone,Greater Swiss Mountain dog,0.6227520000000001,4384,22453
869772420881756160,2017-05-31 04:27:59+00:00,not available,1.3,Dewey,Iphone,Pembroke,0.980148,10663,43710
869702957897576449,2017-05-30 23:51:58+00:00,not available,1.3,Stanley,Iphone,Pembroke,0.993449,6728,29116
869596645499047938,2017-05-30 16:49:31+00:00,doggo,1.2,Scout,Iphone,Chihuahua,0.955156,3327,16476
869227993411051520,2017-05-29 16:24:37+00:00,not available,1.3,Gizmo,Iphone,Pembroke,0.664181,4023,21112
868880397819494401,2017-05-28 17:23:24+00:00,not available,1.4,Walter,Iphone,French bulldog,0.0999839,12518,55098
868622495443632128,2017-05-28 00:18:35+00:00,not available,1.3,unavailable,Iphone,Labrador retriever,0.868107,6275,28295
868552278524837888,2017-05-27 19:39:34+00:00,not available,1.2,Cooper,Iphone,whippet,0.378151,2240,10539
867900495410671616,2017-05-26 00:29:37+00:00,not available,1.2,unavailable,Iphone,Labrador retriever,0.522644,4439,24964
867774946302451713,2017-05-25 16:10:44+00:00,not available,1.3,Harold,Iphone,Border collie,0.661953,7788,35179
867421006826221569,2017-05-24 16:44:18+00:00,puppo,1.2,Shikha,Iphone,Eskimo dog,0.6164569999999999,2697,16755
867051520902168576,2017-05-23 16:16:06+00:00,not available,1.3,unavailable,Iphone,Samoyed,0.4714029999999999,8425,33420
866686824827068416,2017-05-22 16:06:55+00:00,not available,1.2,Lili,Iphone,flat-coated retriever,0.51473,3727,20070
866450705531457537,2017-05-22 00:28:40+00:00,pupper,1.3,Jamesy,Iphone,French bulldog,0.905334,32883,106827
866334964761202691,2017-05-21 16:48:45+00:00,not available,1.2,Coco,Iphone,Samoyed,0.984086,15546,54720
865718153858494464,2017-05-19 23:57:46+00:00,not available,1.3,Boomer,Iphone,golden retriever,0.673664,6008,26640
865359393868664832,2017-05-19 00:12:11+00:00,not available,1.3,Sammy,Iphone,Chesapeake Bay retriever,0.832435,5384,27530
865006731092295680,2017-05-18 00:50:50+00:00,not available,1.3,Nelly,Iphone,Pembroke,0.989882,8209,29063
864279568663928832,2017-05-16 00:41:21+00:00,not available,1.2,Meatball,Iphone,bull mastiff,0.668613,3266,15195
864197398364647424,2017-05-15 19:14:50+00:00,not available,1.3,Paisley,Iphone,golden retriever,0.945905,9616,31459
863553081350529029,2017-05-14 00:34:33+00:00,not available,1.3,Neptune,Iphone,Eskimo dog,0.41333,4489,15935
863432100342583297,2017-05-13 16:33:49+00:00,not available,1.2,Belle,Iphone,Staffordshire bullterrier,0.690517,5664,24829
863062471531167744,2017-05-12 16:05:02+00:00,not available,1.3,Quinn,Iphone,French bulldog,0.935804,2687,8945
862831371563274240,2017-05-12 00:46:44+00:00,not available,1.3,Zooey,Iphone,Australian terrier,0.207281,5457,20011
862722525377298433,2017-05-11 17:34:13+00:00,not available,1.1,Dave,Iphone,basset,0.39333,3809,17779
862096992088072192,2017-05-10 00:08:34+00:00,not available,1.3,unavailable,Iphone,chow,0.677589,21840,66437
861383897657036800,2017-05-08 00:54:59+00:00,not available,1.3,Hobbes,Iphone,Cardigan,0.771008,11528,37744
861288531465048066,2017-05-07 18:36:02+00:00,not available,1.3,unavailable,Iphone,Bouvier des Flandres,0.0826102,4479,18032
861005113778896900,2017-05-06 23:49:50+00:00,not available,1.2,Burt,Iphone,German shepherd,0.507951,4119,17538
860563773140209665,2017-05-05 18:36:06+00:00,not available,1.3,Lorenzo,Iphone,Cardigan,0.583936,2334,7878
860524505164394496,2017-05-05 16:00:04+00:00,not available,1.3,Carl,Iphone,Bedlington terrier,0.286558,5698,24678
859924526012018688,2017-05-04 00:15:58+00:00,not available,1.2,Milky,Iphone,French bulldog,0.254587,4349,20021
859851578198683649,2017-05-03 19:26:06+00:00,not available,1.3,Trooper,Iphone,Labrador retriever,0.899086,3780,16105
859607811541651456,2017-05-03 03:17:27+00:00,puppo,1.3,Zoey,Iphone,golden retriever,0.8955290000000001,1704,19476
859196978902773760,2017-05-02 00:04:57+00:00,not available,1.2,unavailable,Iphone,malamute,0.216163,25661,75193
858843525470990336,2017-05-01 00:40:27+00:00,doggo,1.3,unavailable,Iphone,golden retriever,0.57812,3771,16304
858471635011153920,2017-04-30 00:02:42+00:00,not available,1.3,Sophie,Iphone,Pembroke,0.987407,5271,22640
858107933456039936,2017-04-28 23:57:28+00:00,not available,1.2,Wyatt,Iphone,golden retriever,0.863874,3154,16524
857989990357356544,2017-04-28 16:08:49+00:00,not available,1.2,Rosie,Iphone,French bulldog,0.43258,2812,16952
857746408056729600,2017-04-28 00:00:54+00:00,not available,1.3,Thor,Iphone,Labrador retriever,0.919832,11524,36021
857393404942143489,2017-04-27 00:38:11+00:00,not available,1.3,unavailable,Iphone,malamute,0.8415969999999999,1785,6236
857263160327368704,2017-04-26 16:00:39+00:00,not available,1.3,Oscar,Iphone,Samoyed,0.998021,4934,21041
857029823797047296,2017-04-26 00:33:27+00:00,not available,1.2,Zeke,Iphone,golden retriever,0.968623,4364,19910
856543823941562368,2017-04-24 16:22:16+00:00,not available,1.2,Callie,Iphone,Boston bull,0.30691,3131,17135
856282028240666624,2017-04-23 23:01:59+00:00,not available,1.4,Cermet,Iphone,Chihuahua,0.8765430000000001,6841,29086
855851453814013952,2017-04-22 18:31:02+00:00,doggo puppo,1.3,unavailable,Iphone,flat-coated retriever,0.321676,19196,47844
855459453768019968,2017-04-21 16:33:22+00:00,not available,1.2,unavailable,Iphone,Blenheim spaniel,0.389513,8987,31657
854732716440526848,2017-04-19 16:25:34+00:00,not available,1.2,Marlee,Iphone,Pembroke,0.6955479999999999,6690,24188
854482394044301312,2017-04-18 23:50:52+00:00,not available,1.3,Arya,Iphone,Chihuahua,0.260242,7608,31131
854365224396361728,2017-04-18 16:05:17+00:00,not available,1.3,Einstein,Iphone,Pembroke,0.90708,5159,20046
854120357044912130,2017-04-17 23:52:16+00:00,pupper,1.4,unavailable,Iphone,black-and-tan coonhound,0.8548610000000001,8285,33911
854010172552949760,2017-04-17 16:34:26+00:00,doggo floofer,1.1,unavailable,Iphone,English springer,0.3547329999999999,3433,17169
853760880890318849,2017-04-17 00:03:50+00:00,not available,1.2,Alice,Iphone,miniature pinscher,0.292519,6403,30414
853639147608842240,2017-04-16 16:00:07+00:00,not available,1.3,unavailable,Iphone,German shepherd,0.509879,11265,37198
852912242202992640,2017-04-14 15:51:39+00:00,not available,1.2,Benny,Iphone,Great Dane,0.7837649999999999,2037,9658
852672615818899456,2017-04-13 23:59:28+00:00,not available,1.2,Aspen,Iphone,golden retriever,0.7112350000000001,2388,15939
852553447878664193,2017-04-13 16:05:56+00:00,not available,1.3,Jarod,Iphone,bloodhound,0.186498,3885,17492
852189679701164033,2017-04-12 16:00:27+00:00,not available,1.2,Sailor,Iphone,Bernese mountain dog,0.4153739999999999,1741,12217
851591660324737024,2017-04-11 00:24:08+00:00,not available,1.1,unavailable,Iphone,Cardigan,0.394507,3819,17300
851224888060895234,2017-04-10 00:06:42+00:00,not available,1.3,Snoop,Iphone,standard poodle,0.00568265,6350,22090
850753642995093505,2017-04-08 16:54:09+00:00,not available,1.1,Kyle,Iphone,pug,0.996952,10352,33348
850380195714523136,2017-04-07 16:10:12+00:00,not available,1.3,Leo,Iphone,Yorkshire terrier,0.2490119999999999,2915,13994
850145622816686080,2017-04-07 00:38:06+00:00,not available,1.1,Riley,Iphone,kelpie,0.10539,4244,17519
850019790995546112,2017-04-06 16:18:05+00:00,pupper,1.2,Boomer,Iphone,Shetland sheepdog,0.759907,5459,21944
849776966551130114,2017-04-06 00:13:11+00:00,not available,1.2,unavailable,Iphone,Chihuahua,0.292092,8404,32390
849412302885593088,2017-04-05 00:04:08+00:00,not available,1.2,Noosh,Iphone,schipperke,0.907559,3487,17039
848690551926992896,2017-04-03 00:16:10+00:00,not available,1.2,unavailable,Iphone,flat-coated retriever,0.8236479999999999,4826,27104
848324959059550208,2017-04-02 00:03:26+00:00,not available,1.2,Odin,Iphone,malamute,0.5445760000000001,4037,20229
848212111729840128,2017-04-01 16:35:01+00:00,not available,0.6,Jerry,Iphone,Bedlington terrier,0.333486,3444,17618
847842811428974592,2017-03-31 16:07:33+00:00,not available,1.2,Rontu,Iphone,Bernese mountain dog,0.951337,1522,5935
847606175596138505,2017-03-31 00:27:14+00:00,not available,1.2,Cannon,Iphone,Cardigan,0.413688,3774,20208
847251039262605312,2017-03-30 00:56:03+00:00,not available,1.2,Furzey,Iphone,Airedale,0.49538,4800,22036
847157206088847362,2017-03-29 18:43:12+00:00,not available,1.1,Daisy,Iphone,Staffordshire bullterrier,0.219609,6572,21588
847116187444137987,2017-03-29 16:00:12+00:00,not available,1.1,unavailable,Iphone,American Staffordshire terrier,0.113434,3583,23108
846874817362120707,2017-03-29 00:01:05+00:00,not available,1.3,Tuck,Iphone,Shetland sheepdog,0.450539,4404,21685
846514051647705089,2017-03-28 00:07:32+00:00,doggo,1.3,Barney,Iphone,golden retriever,0.650003,13076,48410
846153765933735936,2017-03-27 00:15:53+00:00,not available,1.3,Vixen,Iphone,giant schnauzer,0.346468,10226,34394
846042936437604353,2017-03-26 16:55:29+00:00,not available,1.2,Jarvis,Iphone,golden retriever,0.96111,3224,17256
845812042753855489,2017-03-26 01:38:00+00:00,not available,1.3,unavailable,Iphone,Samoyed,0.979803,9894,31737
845677943972139009,2017-03-25 16:45:08+00:00,not available,1.2,unavailable,Iphone,chow,0.8086810000000001,5365,27154
845397057150107648,2017-03-24 22:08:59+00:00,doggo,1.3,Mimosa,Iphone,Dandie Dinmont,0.394404,2072,8241
845306882940190720,2017-03-24 16:10:40+00:00,pupper,1.2,Pickles,Iphone,Irish water spaniel,0.567475,6039,25225
844973813909606400,2017-03-23 18:07:10+00:00,not available,1.2,Brady,Iphone,Labrador retriever,0.742421,3617,16361
844704788403113984,2017-03-23 00:18:10+00:00,not available,1.3,Luna,Iphone,Labrador retriever,0.980213,11633,42022
844223788422217728,2017-03-21 16:26:50+00:00,not available,1.2,Margo,Iphone,Labrador retriever,0.71951,2450,14753
843856843873095681,2017-03-20 16:08:44+00:00,not available,1.2,Sadie,Iphone,Labrador retriever,0.92254,5220,23211
843604394117681152,2017-03-19 23:25:35+00:00,not available,1.1,Hank,Iphone,Labrador retriever,0.430583,3081,18310
843235543001513987,2017-03-18 22:59:54+00:00,not available,1.3,Tycho,Iphone,Pembroke,0.958452,6852,23315
842846295480000512,2017-03-17 21:13:10+00:00,not available,1.3,Charlie,Iphone,Labrador retriever,0.461076,4023,16440
842765311967449089,2017-03-17 15:51:22+00:00,not available,1.2,Indie,Iphone,Labrador retriever,0.0293399,1439,7321
842535590457499648,2017-03-17 00:38:32+00:00,not available,1.3,Winnie,Iphone,Pembroke,0.685084,3937,19637
842163532590374912,2017-03-16 00:00:07+00:00,not available,1.2,George,Iphone,French bulldog,0.891227,6568,26569
842115215311396866,2017-03-15 20:48:07+00:00,not available,1.2,Bentley,Iphone,chow,0.293493,3386,15204
841680585030541313,2017-03-14 16:01:03+00:00,not available,1.2,Penny,Iphone,Chihuahua,0.547401,8748,27854
841439858740625411,2017-03-14 00:04:30+00:00,not available,1.4,unavailable,Iphone,Labrador retriever,0.0481999,4168,13755
841314665196081154,2017-03-13 15:47:01+00:00,not available,1.3,Max,Tweeter Web,Afghan hound,0.903712,5312,17305
841077006473256960,2017-03-13 00:02:39+00:00,not available,1.2,Dawn,Iphone,Brittany spaniel,0.962985,5991,24926
840632337062862849,2017-03-11 18:35:42+00:00,not available,1.2,Maddie,Iphone,golden retriever,0.711148,1972,9761
840268004936019968,2017-03-10 18:27:58+00:00,not available,1.2,Monty,Iphone,Chesapeake Bay retriever,0.8639870000000001,6497,20950
839990271299457024,2017-03-10 00:04:21+00:00,not available,1.3,Sojourner,Iphone,Staffordshire bullterrier,0.604938,2597,14640
839549326359670784,2017-03-08 18:52:12+00:00,not available,1.2,Winston,Iphone,Norwich terrier,0.05248,8805,29957
839239871831150596,2017-03-07 22:22:32+00:00,not available,1.3,Odie,Iphone,Leonberg,0.927021,7422,29684
838921590096166913,2017-03-07 01:17:48+00:00,not available,1.3,Arlo,Iphone,Border terrier,0.664538,2357,12183
838561493054533637,2017-03-06 01:26:54+00:00,not available,1.3,Walter,Iphone,kelpie,0.2165619999999999,1504,11892
838476387338051585,2017-03-05 19:48:43+00:00,not available,1.3,Stanley,Iphone,Great Pyrenees,0.997692,5484,24664
838083903487373313,2017-03-04 17:49:08+00:00,not available,1.3,Daisy,Iphone,chow,0.800975,3582,19183
837820167694528512,2017-03-04 00:21:08+00:00,pupper,1.2,unavailable,Iphone,golden retriever,0.887625,8952,37277
837471256429613056,2017-03-03 01:14:41+00:00,not available,1.2,Vincent,Iphone,Norwegian elkhound,0.976255,2631,13967
837366284874571778,2017-03-02 18:17:34+00:00,not available,1.3,Lucy,Iphone,American Staffordshire terrier,0.660085,6005,23074
837110210464448512,2017-03-02 01:20:01+00:00,pupper,1.3,Clark,Iphone,Siberian husky,0.767696,2731,17480
836989968035819520,2017-03-01 17:22:13+00:00,not available,1.2,Mookie,Iphone,toy poodle,0.0058873,2610,13879
836753516572119041,2017-03-01 01:42:39+00:00,doggo,1.2,Meera,Iphone,schipperke,0.0115635,5237,21029
836260088725786625,2017-02-27 17:01:56+00:00,not available,1.3,Lucy,Iphone,borzoi,0.564688,4850,23177
836001077879255040,2017-02-26 23:52:43+00:00,not available,1.3,unavailable,Iphone,Samoyed,0.963558,4935,20924
835574547218894849,2017-02-25 19:37:50+00:00,not available,1.1,Eli,Iphone,Staffordshire bullterrier,0.6106550000000001,4121,19447
835297930240217089,2017-02-25 01:18:40+00:00,not available,1.2,Ash,Iphone,Rottweiler,0.341276,3381,17847
835264098648616962,2017-02-24 23:04:14+00:00,not available,1.2,Lola,Iphone,Chesapeake Bay retriever,0.0875033,1939,8503
835172783151792128,2017-02-24 17:01:22+00:00,not available,1.2,unavailable,Iphone,Border collie,0.663138,6516,28552
834931633769889797,2017-02-24 01:03:08+00:00,not available,1.2,Tucker,Iphone,soft-coated wheaten terrier,0.196476,1878,11838
834786237630337024,2017-02-23 15:25:23+00:00,not available,1.3,Tobi,Iphone,Border terrier,0.156276,6159,22943
834574053763584002,2017-02-23 01:22:14+00:00,doggo,1.3,unavailable,Iphone,golden retriever,0.226564,2882,14993
834458053273591808,2017-02-22 17:41:18+00:00,not available,1.2,Chester,Iphone,Rhodesian ridgeback,0.4686189999999999,1899,10512
834209720923721728,2017-02-22 01:14:30+00:00,not available,1.2,Wilson,Iphone,golden retriever,0.754799,5476,22594
834086379323871233,2017-02-21 17:04:24+00:00,not available,1.2,Lipton,Iphone,Labrador retriever,0.0452626999999999,2512,14296
833863086058651648,2017-02-21 02:17:06+00:00,not available,1.2,Bentley,Iphone,kuvasz,0.4949689999999999,2729,14661
833826103416520705,2017-02-20 23:50:09+00:00,not available,1.3,Charlie,Iphone,Chihuahua,0.438054,3904,16728
833722901757046785,2017-02-20 17:00:04+00:00,not available,1.3,Bronte,Iphone,West Highland white terrier,0.918144,3636,22585
833479644947025920,2017-02-20 00:53:27+00:00,not available,1.3,Poppy,Iphone,golden retriever,0.727039,2357,16258
833124694597443584,2017-02-19 01:23:00+00:00,pupper,1.2,Gidget,Iphone,Cardigan,0.7105229999999999,5513,22133
832998151111966721,2017-02-18 17:00:10+00:00,doggo,1.3,Rhino,Iphone,boxer,0.539036,2522,14549
832757312314028032,2017-02-18 01:03:09+00:00,not available,1.3,Willow,Iphone,Cardigan,0.160888,4127,18423
832636094638288896,2017-02-17 17:01:29+00:00,not available,1.2,Orion,Iphone,Eskimo dog,0.5250319999999999,3220,17379
832397543355072512,2017-02-17 01:13:34+00:00,not available,1.2,Eevee,Iphone,Pekinese,0.988916,2548,13126
832369877331693569,2017-02-16 23:23:38+00:00,not available,1.1,Charlie,Iphone,kelpie,0.50469,3652,18792
832273440279240704,2017-02-16 17:00:25+00:00,doggo,1.4,Smiley,Iphone,Pembroke,0.134081,2673,12385
832032802820481025,2017-02-16 01:04:13+00:00,doggo,1.2,Miguel,Iphone,whippet,0.601712,4746,13887
831939777352105988,2017-02-15 18:54:34+00:00,doggo,1.2,Emanuel,Iphone,Pomeranian,0.153862,7031,26404
831911600680497154,2017-02-15 17:02:36+00:00,not available,1.4,Kuyu,Iphone,bloodhound,0.777562,7458,30380
831670449226514432,2017-02-15 01:04:21+00:00,not available,1.3,Daisy,Iphone,Pembroke,0.6248020000000001,2059,11469
831650051525054464,2017-02-14 23:43:18+00:00,not available,1.3,Blue,Iphone,Eskimo dog,0.530416,2243,7908
831552930092285952,2017-02-14 17:17:22+00:00,not available,1.3,Dutch,Iphone,Chihuahua,0.257415,2632,9872
831322785565769729,2017-02-14 02:02:51+00:00,doggo,1.2,Pete,Iphone,Old English sheepdog,0.999715,1744,10042
831315979191906304,2017-02-14 01:35:49+00:00,pupper,1.3,unavailable,Tweeter Web,briard,0.982755,1264,7117
831309418084069378,2017-02-14 01:09:44+00:00,not available,1.2,Scooter,Iphone,Doberman,0.3693889999999999,2786,12819
831262627380748289,2017-02-13 22:03:49+00:00,not available,1.2,Tucker,Iphone,cocker spaniel,0.263323,2350,13066
830956169170665475,2017-02-13 01:46:03+00:00,not available,1.2,Reggie,Iphone,kuvasz,0.451516,1735,8735
